OCC_CODE,OCC_TITLE,TOT_EMP_2016,perc_2016,TOT_EMP_2015,,TOT_EMP_2014,,TOT_EMP_2013,,TOT_EMP_2012,,A_MEAN_2016,A_MEAN_2015,A_MEAN_2014,A_MEAN_2013,A_MEAN_2012,A_MEDIAN_2016,A_MEDIAN_2015,A_MEDIAN_2014,A_MEDIAN_2013,A_MEDIAN_2012
Production occupations,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","30,340",0.33,"27,760",,"25,740",,"26,020",,"27,440",,28110,27580,26680,25990,26010,"27,500","26,870","26,250","25,860","25,850"
Production occupations,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","19,340",0.21,"19,810",,"19,770",,"18,890",,"17,620",,35420,34190,34090,32540,32750,"34,240","32,980","32,970","31,760","32,430"
Production occupations,Fabric and Apparel Patternmakers,"5,310",0.06,"5,140",,"5,440",,"6,060",,"6,500",,48460,49040,47280,45700,44790,"39,650","43,900","41,310","40,130","38,650"
Production occupations,Upholsterers,"32,520",0.36,"30,180",,"29,770",,"28,790",,"27,840",,34640,33550,33280,32170,31750,"33,050","32,020","31,890","30,750","29,930"
Production occupations,"Textile, Apparel, and Furnishings Workers, All Other","15,650",0.17,"16,560",,"16,110",,"14,440",,"14,080",,30830,29720,29010,28680,28970,"25,890","26,310","26,460","26,030","25,930"
Production occupations,Cabinetmakers and Bench Carpenters,"97,980",1.08,"93,650",,"88,170",,"82,770",,"78,140",,34800,33980,33500,32960,32940,"33,050","32,270","31,580","31,110","30,980"
Production occupations,Furniture Finishers,"17,370",0.19,"16,480",,"15,320",,"14,470",,"13,740",,32330,30920,30660,30140,29900,"30,550","29,200","28,810","28,470","28,500"
Production occupations,"Model Makers, Wood","1,040",0.01,"1,160",,"1,360",,"1,240",,"1,270",,47480,38330,34570,33910,31740,"40,890","33,590","30,940","30,430","28,800"
Production occupations,"Patternmakers, Wood",970,0.01,"1,030",,950,,870,,770,,47850,41550,39870,39940,41030,"46,510","38,410","37,980","37,210","39,840"
Production occupations,"Sawing Machine Setters, Operators, and Tenders, Wood","50,640",0.56,"48,600",,"46,320",,"42,210",,"38,720",,29960,29190,28410,28010,27520,"28,380","27,800","27,040","26,600","26,190"
Production occupations,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","76,130",0.84,"75,540",,"70,810",,"66,540",,"61,110",,29850,29090,28580,28370,28100,"28,510","27,820","27,450","27,300","27,030"
Production occupations,"Woodworkers, All Other","6,750",0.07,"6,900",,"6,940",,"7,150",,"6,940",,31780,32130,31410,30820,30150,"28,500","28,990","28,100","27,590","27,360"
Production occupations,Nuclear Power Reactor Operators,"7,170",0.08,"6,940",,"7,400",,"7,790",,"7,140",,91370,88820,82270,78400,76020,"91,170","88,560","82,500","78,350","74,990"
Production occupations,Power Distributors and Dispatchers,"11,380",0.12,"11,540",,"11,180",,"11,260",,"11,590",,81500,80400,78170,76580,73710,"81,900","80,840","78,240","75,080","71,690"
Production occupations,Power Plant Operators,"35,010",0.38,"37,510",,"40,300",,"39,810",,"41,350",,73800,71070,69220,67230,65080,"74,690","71,940","70,070","68,100","66,130"
Production occupations,Stationary Engineers and Boiler Operators,"33,720",0.37,"34,630",,"37,550",,"35,960",,"36,350",,61410,60480,58070,56190,54860,"59,400","58,530","56,330","54,630","53,560"
Production occupations,Water and Wastewater Treatment Plant and System Operators,"115,840",1.27,"114,770",,"111,640",,"110,230",,"108,440",,47930,46790,46140,45070,44630,"45,760","44,790","44,100","43,200","42,760"
Production occupations,Chemical Plant and System Operators,"33,300",0.37,"35,020",,"37,490",,"38,890",,"38,170",,59430,59070,56170,54690,54150,"59,920","59,320","55,900","54,730","54,390"
Production occupations,Gas Plant Operators,"17,350",0.19,"16,790",,"16,320",,"13,890",,"12,380",,67980,65830,63400,62770,61090,"67,580","66,010","64,100","63,680","61,140"
Production occupations,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","41,630",0.46,"42,320",,"41,700",,"41,390",,"41,020",,67870,66020,63160,61350,60730,"67,400","65,190","62,830","61,930","61,850"
Production occupations,"Plant and System Operators, All Other","11,970",0.13,"11,540",,"11,610",,"11,390",,"11,710",,55340,55530,55240,54300,52660,"54,930","55,540","55,230","54,470","53,130"
Production occupations,Chemical Equipment Operators and Tenders,"73,840",0.81,"67,650",,"64,710",,"60,450",,"56,030",,50300,49640,49150,48470,47950,"47,780","47,220","48,090","47,730","47,100"
Production occupations,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","47,160",0.52,"47,750",,"43,310",,"42,510",,"41,430",,41450,41210,41150,40660,40340,"38,360","38,420","38,590","38,330","38,570"
Production occupations,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","29,830",0.33,"31,140",,"29,980",,"30,580",,"29,320",,36050,35560,34700,34040,33340,"34,390","33,810","33,070","32,280","31,830"
Production occupations,"Grinding and Polishing Workers, Hand","26,670",0.29,"28,110",,"29,320",,"31,240",,"30,470",,30860,30370,29980,29360,29250,"28,720","28,610","28,340","27,830","27,890"
Production occupations,"Mixing and Blending Machine Setters, Operators, and Tenders","130,480",1.43,"129,270",,"122,670",,"117,390",,"117,210",,37630,36410,35950,35560,35200,"35,680","34,600","34,340","33,960","33,840"
Production occupations,"Cutters and Trimmers, Hand","14,250",0.16,"15,740",,"15,520",,"13,800",,"13,740",,29580,28850,28160,27540,26650,"27,600","26,820","25,920","25,360","24,530"
Production occupations,"Cutting and Slicing Machine Setters, Operators, and Tenders","61,330",0.67,"63,330",,"62,570",,"59,450",,"56,560",,34000,33250,32970,32520,32340,"32,870","32,190","32,040","31,810","31,430"
Production occupations,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","71,260",0.78,"71,430",,"67,490",,"69,740",,"68,080",,34370,34030,33470,33320,32880,"32,510","32,160","32,100","31,760","31,310"
Production occupations,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","19,520",0.21,"19,650",,"20,590",,"19,840",,"20,140",,37600,36970,36800,37320,37080,"36,040","35,360","34,900","35,450","35,530"
Production occupations,"Inspectors, Testers, Sorters, Samplers, and Weighers","518,950",5.7,"508,590",,"489,750",,"471,750",,"454,010",,40340,39410,38400,37860,37240,"36,780","36,000","35,330","34,940","34,460"
Production occupations,Jewelers and Precious Stone and Metal Workers,"26,480",0.29,"25,270",,"23,200",,"22,890",,"22,060",,42310,42380,40350,40010,38840,"38,200","37,060","36,870","35,520","35,350"
Production occupations,Dental Laboratory Technicians,"37,110",0.41,"37,520",,"35,320",,"36,790",,"36,790",,40760,40520,40140,39780,39320,"37,680","37,190","36,830","36,440","36,090"
Production occupations,Medical Appliance Technicians,"14,570",0.16,"14,640",,"13,290",,"13,320",,"12,230",,39880,39020,39000,38220,38200,"35,980","34,890","35,580","35,540","36,100"
Production occupations,Ophthalmic Laboratory Technicians,"28,570",0.31,"27,990",,"27,610",,"28,760",,"29,380",,34220,32970,31100,30450,29850,"30,640","29,860","28,890","29,030","28,590"
Production occupations,Packaging and Filling Machine Operators and Tenders,"386,520",4.24,"378,560",,"381,760",,"372,210",,"367,700",,30910,29770,28940,28740,28160,"28,290","27,080","26,410","26,310","25,860"
Production occupations,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","85,760",0.94,"88,780",,"90,590",,"87,070",,"79,970",,34460,33610,32890,32290,31870,"32,790","31,940","31,460","30,940","30,530"
Production occupations,"Painters, Transportation Equipment","54,860",0.6,"51,760",,"49,950",,"46,770",,"46,290",,46270,44920,44580,43930,43600,"42,150","41,150","40,770","39,610","39,600"
Production occupations,"Painting, Coating, and Decorating Workers","15,450",0.17,"16,020",,"16,280",,"15,930",,"16,310",,32040,31210,30540,29960,29270,"30,030","29,270","28,750","28,370","27,790"
Production occupations,Semiconductor Processors,"24,430",0.27,"24,230",,"23,580",,"22,750",,"21,380",,37890,37600,36770,36070,34780,"35,660","35,390","34,680","33,950","33,020"
Production occupations,Photographic Process Workers and Processing Machine Operators,"26,430",0.29,"23,940",,"28,800",,"37,130",,"45,760",,31740,30720,28460,27410,26140,"26,470","26,590","24,600","23,840","23,120"
Production occupations,Adhesive Bonding Machine Operators and Tenders,"16,940",0.19,"17,400",,"18,210",,"18,280",,"16,800",,34610,33750,33860,32540,31780,"32,290","31,710","31,340","30,530","29,830"
Production occupations,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","17,860",0.2,"17,420",,"17,360",,"16,460",,"16,050",,30590,29910,28750,28210,28280,"28,550","27,880","26,910","26,480","26,210"
Production occupations,Cooling and Freezing Equipment Operators and Tenders,"8,170",0.09,"7,970",,"8,070",,"7,660",,"8,130",,32100,31490,30790,29620,30020,"29,190","28,630","28,280","27,680","28,200"
Production occupations,Etchers and Engravers,"9,520",0.1,"9,490",,"8,630",,"8,570",,"8,610",,34390,31880,31240,30060,30230,"31,110","29,810","29,250","28,510","28,390"
Production occupations,"Molders, Shapers, and Casters, Except Metal and Plastic","39,450",0.43,"38,730",,"34,610",,"32,920",,"31,010",,32590,31690,31700,31480,30770,"30,610","29,630","29,820","29,790","29,300"
Production occupations,"Paper Goods Machine Setters, Operators, and Tenders","93,100",1.02,"91,400",,"92,170",,"94,910",,"95,690",,38570,37160,36550,35830,35660,"36,990","35,710","35,260","34,790","34,690"
Production occupations,Tire Builders,"22,280",0.24,"17,710",,"17,680",,"17,570",,"17,360",,42230,40230,41960,39240,39340,"41,680","39,120","42,540","39,710","41,210"
Production occupations,Helpers--Production Workers,"429,890",4.72,"439,000",,"420,520",,"426,670",,"419,840",,26930,26010,25600,25070,24620,"24,830","23,960","23,610","23,160","22,810"
Production occupations,"Production Workers, All Other","251,670",2.76,"241,910",,"217,500",,"206,600",,"218,740",,32380,31520,31360,30980,30380,"28,770","27,950","28,260","27,590","26,940"
Transportation and material moving occupations,Aircraft Cargo Handling Supervisors,"7,460",0.08,"6,760",,"5,750",,"6,270",,"6,720",,51900,48870,50760,48970,50830,"47,360","45,470","47,760","44,840","47,930"
Transportation and material moving occupations,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","183,620",1.89,"176,030",,"171,720",,"167,190",,"168,910",,50160,49670,48980,47880,47180,"47,230","46,960","46,690","45,750","45,180"
Transportation and material moving occupations,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,"202,760",2.08,"203,550",,"197,000",,"197,800",,"197,300",,59800,58470,57530,55910,55430,"57,270","55,860","54,930","53,420","53,240"
Transportation and material moving occupations,"Airline Pilots, Copilots, and Flight Engineers","81,520",0.84,"81,350",,"75,760",,"73,030",,"66,270",,152770,136400,131760,129600,128760,"127,820","117,290","118,140","115,190","114,200"
Transportation and material moving occupations,Commercial Pilots,"38,980",0.4,"39,760",,"38,170",,"37,340",,"34,990",,86260,84510,82430,80800,80140,"77,200","76,150","75,620","74,470","73,280"
Transportation and material moving occupations,Air Traffic Controllers,"23,240",0.24,"23,130",,"22,860",,"23,060",,"23,260",,118200,118740,118780,118650,118430,"122,410","122,950","122,340","121,280","122,530"
Transportation and material moving occupations,Airfield Operations Specialists,"8,760",0.09,"7,920",,"7,050",,"7,250",,"6,990",,52380,55400,51190,52190,50270,"48,910","51,880","49,180","49,320","48,080"
Transportation and material moving occupations,Flight Attendants,"113,390",1.17,"108,510",,"98,510",,"93,550",,"84,960",,51620,46750,46300,43860,42340,"48,500","44,860","42,290","40,520","37,240"
Transportation and material moving occupations,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","17,300",0.18,"19,950",,"19,350",,"18,380",,"18,540",,25600,25470,25490,24920,24900,"23,850","23,740","24,080","23,610","23,440"
Transportation and material moving occupations,"Bus Drivers, Transit and Intercity","169,680",1.74,"168,620",,"158,050",,"157,830",,"162,840",,41780,40160,39410,38750,38470,"39,790","38,290","37,470","36,700","36,600"
Transportation and material moving occupations,"Bus Drivers, School or Special Client","515,020",5.29,"505,560",,"499,440",,"496,110",,"489,750",,31110,30580,29910,29380,29150,"30,150","29,490","28,850","28,330","28,080"
Transportation and material moving occupations,Driver/Sales Workers,"426,310",4.38,"417,660",,"405,810",,"396,470",,"394,110",,28440,27890,27720,27900,27730,"22,830","22,450","22,250","22,720","22,670"
Transportation and material moving occupations,Heavy and Tractor-Trailer Truck Drivers,"1,704,520",17.51,"1,678,280",,"1,625,290",,"1,585,300",,"1,556,510",,43590,42500,41930,40940,40360,"41,340","40,260","39,520","38,700","38,200"
Transportation and material moving occupations,Light Truck or Delivery Services Drivers,"858,710",8.82,"826,510",,"797,010",,"776,930",,"769,010",,34790,34080,33870,33490,33940,"30,580","29,850","29,570","29,170","29,390"
Transportation and material moving occupations,Taxi Drivers and Chauffeurs,"188,860",1.94,"180,960",,"178,260",,"170,030",,"167,360",,26790,26070,25690,25200,25140,"24,300","23,510","23,210","22,840","22,820"
Transportation and material moving occupations,"Motor Vehicle Operators, All Other","53,680",0.55,"54,160",,"58,210",,"63,200",,"60,050",,32930,33430,33320,32110,31510,"27,150","29,230","28,910","27,570","26,930"
Transportation and material moving occupations,Locomotive Engineers,"39,900",0.41,"37,490",,"38,470",,"36,860",,"37,060",,61020,59360,57000,55660,54830,"57,670","56,240","54,500","53,310","52,280"
Transportation and material moving occupations,Locomotive Firers,"1,210",0.01,"1,610",,"1,610",,"1,880",,"1,580",,63750,54540,53690,47900,48550,"58,230","48,470","46,740","44,910","44,920"
Transportation and material moving occupations,"Rail Yard Engineers, Dinkey Operators, and Hostlers","4,530",0.05,"4,460",,"3,900",,"5,140",,"5,170",,52320,47600,44810,44260,43450,"50,470","45,780","43,880","42,280","41,230"
Transportation and material moving occupations,"Railroad Brake, Signal, and Switch Operators","19,860",0.2,"18,970",,"21,060",,"23,950",,"24,380",,55320,53990,52280,49920,50260,"56,570","54,020","52,360","50,840","51,340"
Transportation and material moving occupations,Railroad Conductors and Yardmasters,"42,880",0.44,"42,330",,"42,900",,"43,100",,"42,740",,58220,56760,55820,58030,56770,"57,480","55,930","54,770","56,060","54,700"
Transportation and material moving occupations,Subway and Streetcar Operators,"12,350",0.13,"12,600",,"11,300",,"8,930",,"8,750",,62380,60580,59230,58880,58220,"64,680","62,360","62,130","63,660","62,730"
Transportation and material moving occupations,"Rail Transportation Workers, All Other","4,470",0.05,"4,550",,"3,640",,"3,570",,"3,040",,59480,58760,59950,59110,54930,"60,420","59,840","59,480","58,550","55,080"
Transportation and material moving occupations,Sailors and Marine Oilers,"32,530",0.33,"30,570",,"27,640",,"28,810",,"31,500",,46170,42910,40970,40690,39760,"42,060","41,260","39,100","38,960","38,190"
Transportation and material moving occupations,"Captains, Mates, and Pilots of Water Vessels","36,720",0.38,"33,110",,"30,690",,"30,290",,"30,860",,81520,83150,79180,75580,73760,"72,680","76,780","72,340","69,920","66,150"
Transportation and material moving occupations,Motorboat Operators,"3,290",0.03,"3,650",,"4,060",,"3,400",,"3,040",,43340,41350,41130,35880,38560,"40,210","36,800","37,120","31,550","35,190"
Transportation and material moving occupations,Ship Engineers,"9,750",0.1,"9,940",,"10,060",,"9,930",,"10,760",,74120,78970,74600,75650,75480,"70,570","72,870","68,100","69,660","70,890"
Transportation and material moving occupations,Bridge and Lock Tenders,"3,510",0.04,"3,170",,"3,280",,"3,170",,"3,460",,46680,45980,46210,44040,43300,"49,090","48,520","48,120","46,360","45,940"
Transportation and material moving occupations,Parking Lot Attendants,"146,350",1.5,"144,150",,"136,440",,"130,190",,"126,520",,23250,22520,21610,21340,21540,"21,730","20,630","19,800","19,500","19,540"
Transportation and material moving occupations,Automotive and Watercraft Service Attendants,"109,790",1.13,"109,710",,"104,750",,"112,970",,"108,510",,24280,23440,22660,21960,21600,"22,420","21,560","20,900","20,470","20,140"
Transportation and material moving occupations,Traffic Technicians,"6,410",0.07,"6,750",,"6,490",,"6,220",,"6,340",,48650,47660,46540,43920,42480,"45,150","43,930","43,430","39,830","38,380"
Transportation and material moving occupations,Transportation Inspectors,"27,430",0.28,"25,860",,"24,350",,"23,970",,"24,310",,72650,72220,70820,68280,66470,"72,220","70,820","69,170","65,950","63,680"
Transportation and material moving occupations,"Transportation Attendants, Except Flight Attendants","18,410",0.19,"15,680",,"16,380",,"21,280",,"23,790",,31080,30540,27060,26150,23960,"26,060","25,930","23,380","23,450","21,490"
Transportation and material moving occupations,"Transportation Workers, All Other","37,660",0.39,"37,900",,"39,890",,"40,290",,"36,190",,38740,38520,35940,34400,34330,"35,660","36,890","33,790","32,110","30,870"
Transportation and material moving occupations,Conveyor Operators and Tenders,"28,590",0.29,"32,890",,"38,830",,"40,760",,"39,540",,33870,35100,34020,33180,31360,"31,410","32,050","31,220","30,580","29,610"
Transportation and material moving occupations,Crane and Tower Operators,"45,020",0.46,"46,490",,"44,540",,"41,580",,"43,040",,55280,54560,53550,51620,50610,"52,170","51,650","50,720","48,630","47,290"
Transportation and material moving occupations,Dredge Operators,"1,760",0.02,"1,850",,"1,900",,"1,750",,"1,740",,46530,44040,45640,45580,43120,"42,420","40,060","40,950","39,590","37,170"
Transportation and material moving occupations,Excavating and Loading Machine and Dragline Operators,"48,320",0.5,"49,880",,"47,470",,"44,780",,"45,020",,45230,44520,44160,42970,41850,"41,030","40,050","39,830","38,900","38,290"
Transportation and material moving occupations,"Loading Machine Operators, Underground Mining","2,550",0.03,"3,210",,"4,220",,"3,180",,"2,900",,51260,49740,47500,48600,48060,"53,420","52,320","50,290","50,640","48,420"
Transportation and material moving occupations,Hoist and Winch Operators,"2,960",0.03,"2,880",,"2,840",,"2,980",,"3,050",,50020,50680,48820,48370,47710,"42,530","42,220","39,580","38,730","39,960"
Transportation and material moving occupations,Industrial Truck and Tractor Operators,"542,750",5.58,"539,810",,"521,840",,"504,560",,"496,570",,34260,34090,33320,32660,32090,"32,460","32,090","31,340","30,730","30,220"
Transportation and material moving occupations,Cleaners of Vehicles and Equipment,"348,770",3.58,"336,960",,"321,740",,"311,940",,"302,960",,24660,23940,23340,22980,22620,"22,220","21,310","20,670","20,230","19,850"
Transportation and material moving occupations,"Laborers and Freight, Stock, and Material Movers, Hand","2,587,900",26.59,"2,487,680",,"2,400,490",,"2,284,650",,"2,143,940",,28720,27840,27180,26690,26410,"25,980","25,010","24,430","23,970","23,890"
Transportation and material moving occupations,Machine Feeders and Offbearers,"88,070",0.9,"100,020",,"104,340",,"106,160",,"105,790",,30490,30960,30630,29510,28680,"28,410","29,440","29,290","28,310","27,120"
Transportation and material moving occupations,"Packers and Packagers, Hand","705,660",7.25,"713,130",,"693,170",,"672,020",,"660,670",,24430,23710,23040,22670,22470,"22,130","21,010","20,330","19,970","19,910"
Transportation and material moving occupations,Gas Compressor and Gas Pumping Station Operators,"3,890",0.04,"4,100",,"4,700",,"4,520",,"4,350",,59620,57510,55430,53740,51840,"60,470","58,350","56,280","54,420","51,150"
Transportation and material moving occupations,"Pump Operators, Except Wellhead Pumpers","12,030",0.12,"13,390",,"12,170",,"13,170",,"11,870",,46270,46200,46700,45760,47590,"42,470","42,420","43,500","43,270","44,610"
Transportation and material moving occupations,Wellhead Pumpers,"11,610",0.12,"12,860",,"12,720",,"13,410",,"14,350",,50730,48180,48590,46990,46140,"49,610","46,990","47,340","45,960","45,690"
Transportation and material moving occupations,Refuse and Recyclable Material Collectors,"114,680",1.18,"114,220",,"115,170",,"116,460",,"117,670",,37690,36370,36030,35280,35230,"35,270","33,800","33,660","32,720","32,930"
Transportation and material moving occupations,Mine Shuttle Car Operators,"1,590",0.02,"2,310",,"2,630",,"2,730",,"2,990",,56370,55120,54830,52560,51310,"56,450","55,320","55,000","53,020","52,110"
Transportation and material moving occupations,"Tank Car, Truck, and Ship Loaders","10,920",0.11,"11,960",,"12,490",,"12,560",,"12,390",,39590,41010,44540,45340,46400,"35,770","36,660","41,180","42,280","44,100"
Transportation and material moving occupations,"Material Moving Workers, All Other","23,880",0.25,"21,740",,"22,910",,"24,250",,"27,260",,34540,37060,37840,39000,41040,"28,370","30,360","30,830","34,620","37,320"
